subject,body,label
Confirming our meeting,"Hope you're doing well.

You're invited to the workshop on [Date] at [Time]. Hope you can make it!

Cheers,
Sarah",human
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about upcoming maintenance. Please take the necessary a as soon as possible. Thank you for your attention to this matter. Regards, Automated System",AI
Update on project your help,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Thanks,
John",human
Sorry about my order,"Hope you're doing well.

Thank you so much for my trip. I really appreciate your help.

Thanks,
Sarah",human
Confirming our meeting,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Sincerely,
Emily",human
Quick question about my order,"Hope you're doing well.

Please accept my apologies for the party. It won't happen again.

Talk soon,
Emily",human
Confirming our meeting,"Hope you're doing well.

Could you please provide an update on my order?

Sincerely,
Sarah",human
Invitation to the delay,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Best regards,
David",human
Inquiry Response - the new software update,"Dear Valued Customer, Thank you for your recent inquiry regarding our premium membership. We appreciate your interest. Please find the requested information below. Details about the product can be found on our website. If you require further assistance, just do not hesitate to contact the us. Sincerely, The Global Solutions Team",AI
Sorry about my order,"Hope you're doing well.

Thank you so much for the party. I really appreciate your help.

Thanks,
Jane",human
Inquiry Response - our premium membership,"Dear Valued Customer, Thank you kindly for your recent inquiry regarding your account status. We appreciate your interest. Please find the requested information below. Your account balance is [Amount]. If you require further assistance, please do not hesitate to contact us. Sincerely, The Global Solutions Team",AI
Regarding your recent inquiry,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Sincerely,
Sarah",human
Confirming our meeting,"Hope you're doing well.

Thank you so much for the new feature. I really appreciate your help.

Talk soon,
Emily",human
Quick question about my trip,"Hope you're doing well.

Could you please provide an update on the party?

Sincerely,
Mike",human
Confirming our meeting,"Hope you're doing well.

Here is the latest update on project my order. We've made good progress on [Task].

Talk soon,
Mike",human
Update on project your help,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Sincerely,
David",human
Inquiry Response - our premium membership,"Dear Valued Customer, Thank you for your recent inquiry regarding the new software update. We appreciate your interest. Please find the requested information below. Details about the product can be found on our website. If you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about a policy change. Please take the necessary action as soon as possible. Thank you for your attention to this matter. Regards, Automated Syxstem",AI
Important Notification,"SubjecGt: Important Notification Dear User, This is an automated message to inform you about a security alert. Please take the necessary action as soon kindly as possible. Thank you for your attention to this matter. Regards, Automated System",AI
Regarding your recent inquiry,"Hope you're doing well.

Thank you so much for the party. I really appreciate your help.

Thanks,
Emily",human
Thank you!,"Hope you're doing well.

Here is the latest update on project the party. We've made good progress on [Task].

Talk soon,
Emily",human
Inquiry Response - the new software update,"Dear Valued Customer, Thank you for your recent inquiry regarding your account status. We appreciate your interest. Please find the requested information below. Details about the product can be found on our website. If you require further a please do not hesoitate to contact us. Sincerely, The XYZ Services Team",AI
Checking in,"Hope you're doing well.

Here is the latest update on project your help. We've made good progress on [Task].

Cheers,
Mike",human
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about a security alert. Please take the necessary action as soon as possible. Thank you for your attention to this matter. Regards, Automated System",AI
